Unnamed: 0,ano,nível_experiência,tipo_emprego,cargo,salário_original,moeda_salário,salário_usd,país_residência,percentual_remoto,país_empresa,tamanho_empresa
597,2022,Sênior,Tempo integral,Analista de Dados,170000,USD,170000,US,100,US,Média
598,2022,Pleno,Tempo integral,Cientista de Dados,160000,USD,160000,US,100,US,Média
599,2022,Pleno,Tempo integral,Cientista de Dados,130000,USD,130000,US,100,US,Média
600,2022,Júnior,Tempo integral,Analista de Dados,67000,USD,67000,CA,0,CA,Média
601,2022,Júnior,Tempo integral,Analista de Dados,52000,USD,52000,CA,0,CA,Média
602,2022,Sênior,Tempo integral,Engenheiro de Dados,154000,USD,154000,US,100,US,Média
603,2022,Sênior,Tempo integral,Engenheiro de Dados,126000,USD,126000,US,100,US,Média
604,2022,Sênior,Tempo integral,Analista de Dados,129000,USD,129000,US,0,US,Média
605,2022,Sênior,Tempo integral,Analista de Dados,150000,USD,150000,US,100,US,Média
606,2022,Pleno,Tempo integral,AI Scientist,200000,USD,200000,IN,100,US,Grande
